85,69,64,58,67,68,64,85,62,70,75,80,74,54,59,61,57,67,63,62,57,57,85,50,59,57,66,66,70,53,54,53,77,56,57,62,49,70,64,62,69,60,49,59,68,65,58,52,67,54,57,54,86,73,74,71,79,60,66,64,59,62,67,76
57,68,73,69,67,67,60,75,52,62,72,60,61,50,55,56,59,67,61,60,65,80,58,52,60,58,57,56,81,50,71,73,72,72,60,66,67,79,57,64,60,69,53,83,75,71,50,83,72,77,75,73,68,97,66,76,71,75,59,71,84,69,64,89
56,73,77,82,67,65,90,61,89,72,52,74,80,60,63,60,70,64,63,61,77,69,66,56,67,80,53,58,60,72,58,58,68,71,60,78,65,64,86,75,43,64,79,82,69,65,69,56,76,71,80,78,77,59,74,62,68,69,78,72,82,94,75,56
71,94,66,82,83,61,67,77,76,87,59,76,77,50,55,50,72,75,76,62,70,50,74,64,55,59,52,65,42,69,54,65,48,56,62,59,67,63,56,59,53,68,55,81,88,54,83,84,84,75,79,71,65,67,72,87,60,67,76,81,71,68,61,72
77,59,71,71,75,78,64,50,75,60,75,60,73,63,70,65,40,57,55,61,59,68,55,61,58,79,74,66,72,66,57,70,78,58,51,69,50,67,74,59,46,79,61,51,57,65,78,86,88,67,73,80,73,94,68,79,61,76,70,79,85,86,77,73
67,79,73,86,84,67,66,77,61,64,69,73,54,47,66,66,51,59,69,59,62,51,56,63,60,52,54,56,54,60,73,46,61,57,65,77,55,59,68,60,53,75,59,70,72,82,101,81,68,64,78,77,81,83,64,83,63,73,75,70,63,80,57,76
67,69,84,81,59,69,81,72,48,70,75,64,67,57,65,75,73,54,59,54,70,84,54,64,67,74,72,62,50,51,66,71,61,69,57,56,59,71,48,66,49,72,60,57,73,64,72,57,70,66,61,68,65,55,61,66,85,78,81,75,86,64,72,74
67,80,68,74,79,70,81,58,63,62,70,60,58,67,68,77,56,71,57,75,62,44,65,68,51,75,71,46,58,53,93,68,67,59,60,70,65,54,80,77,53,77,53,62,80,53,66,60,86,66,63,63,72,85,88,50,57,64,91,61,63,67,63,87
71,84,92,68,69,76,62,65,58,68,59,73,66,62,64,64,58,66,71,68,66,72,46,59,59,65,75,67,71,49,58,75,52,67,68,58,65,54,63,66,67,58,82,60,62,67,71,65,75,60,50,54,65,82,90,64,86,69,71,77,62,75,92,69
74,83,57,69,71,87,67,56,61,78,70,59,58,63,62,77,76,57,69,78,59,60,50,56,51,71,63,59,64,65,62,72,59,66,48,74,74,59,63,67,66,63,67,57,81,31,79,56,83,66,70,60,83,54,60,64,64,60,72,69,78,60,89,68
79,75,87,74,66,71,65,59,43,52,59,55,63,77,54,59,72,66,56,74,74,69,74,59,55,61,77,83,84,71,58,73,65,71,80,59,61,70,44,52,68,67,74,84,58,69,71,64,48,60,56,65,64,77,55,57,65,78,77,63,74,81,81,83
76,69,52,64,74,46,67,66,62,76,63,60,60,73,54,65,58,61,63,51,63,58,60,59,62,60,49,73,74,65,75,70,65,65,78,75,57,55,59,58,67,58,60,58,68,54,76,60,70,60,55,54,51,57,67,52,50,81,81,61,60,71,74,79
72,55,56,77,67,66,52,49,66,82,62,80,68,60,58,51,59,57,69,56,62,38,73,79,58,67,70,57,58,73,66,60,55,82,75,55,55,75,52,71,58,61,67,67,65,78,58,53,74,57,77,66,61,71,56,78,60,54,71,80,81,78,68,74
75,68,56,64,57,55,78,47,53,62,54,53,63,68,42,50,67,48,61,51,67,75,75,59,72,69,63,68,52,59,69,67,83,68,92,75,66,70,66,52,74,63,57,71,84,65,73,68,74,60,62,72,73,77,67,80,64,57,86,72,61,89,79,52
75,67,68,53,46,57,68,88,72,67,60,63,63,64,56,47,66,63,51,65,62,62,70,59,64,54,54,42,71,67,60,69,69,77,63,55,59,60,60,60,56,45,87,68,54,62,72,70,53,58,79,64,70,78,62,53,66,64,80,54,60,53,73,89
