81,65,79,57,54,60,69,59,75,74,71,77,72,59,63,82,79,55,77,79,88,82,56,73,65,81,67,79,60,61,62,41,70,51,67,87,71,72,54,72,75,60,54,72,65,57,51,66,78,67,78,70,81,55,80,75,70,99,71,75,76,74,81,65
79,61,68,78,57,89,63,70,78,57,68,54,72,64,70,56,71,59,66,79,93,73,77,79,75,64,64,61,85,93,81,87,67,79,53,71,72,48,67,45,74,62,75,58,83,64,55,69,60,94,70,78,78,89,72,77,76,80,76,81,88,79,73,64
87,81,83,63,68,74,63,74,77,80,66,72,57,89,53,78,70,81,71,69,70,66,78,52,68,72,61,65,50,64,67,67,51,76,61,76,64,55,81,43,71,64,75,65,64,75,71,76,56,58,64,66,91,81,86,74,83,82,90,68,57,90,77,79
91,62,76,80,58,68,71,65,74,70,66,82,81,64,78,70,60,88,64,57,79,62,64,72,79,88,64,60,65,76,70,75,64,45,60,63,74,65,57,78,76,57,62,88,56,70,81,69,71,64,59,69,77,65,93,81,75,69,79,66,92,62,83,88
77,58,72,80,67,86,63,75,101,60,60,77,69,64,72,55,69,75,75,62,78,83,61,58,65,78,42,57,48,73,82,66,59,60,81,72,83,57,66,80,54,58,64,69,77,58,67,82,72,59,76,67,103,72,66,71,90,78,73,75,72,89,71,87
70,60,65,69,66,81,78,68,65,51,75,78,68,57,77,63,51,65,93,58,58,56,68,68,79,60,71,69,61,68,68,59,72,61,67,47,69,38,63,93,64,73,74,66,76,64,74,82,68,66,85,66,92,77,80,86,86,80,86,93,92,70,84,70
62,66,65,73,84,75,72,80,81,51,73,81,54,70,70,45,78,79,73,79,76,59,49,72,70,59,82,75,70,65,72,50,59,50,68,75,65,71,81,60,75,72,53,73,81,59,76,76,65,69,65,64,79,81,72,83,73,70,81,73,66,77,86,78
86,83,90,65,62,66,66,80,68,71,58,72,61,53,71,65,71,73,71,69,66,53,54,88,63,67,55,60,55,54,73,76,52,56,73,83,82,77,57,60,77,71,48,63,78,50,63,72,73,69,71,80,88,108,71,64,71,80,63,89,69,60,73,79
71,82,79,84,84,89,66,70,76,64,82,99,77,67,74,64,59,56,70,83,70,64,77,78,74,69,64,75,63,53,70,57,59,76,76,58,60,65,62,65,72,70,62,65,56,84,66,80,53,56,64,73,65,90,69,85,76,69,89,80,81,69,81,93
85,56,68,80,77,70,80,91,74,83,64,75,58,75,55,71,75,64,49,59,72,72,67,61,70,64,73,65,79,73,67,90,65,83,53,56,71,74,64,58,83,70,59,53,69,88,87,66,65,58,57,57,54,88,52,73,71,84,81,84,77,80,91,72
78,75,75,76,76,83,74,84,65,79,51,57,48,71,63,67,66,56,58,64,66,72,63,65,74,60,62,75,82,80,64,53,64,61,59,54,82,89,49,67,65,62,53,65,60,60,61,63,77,63,60,62,88,74,76,80,70,79,76,87,77,79,60,78
81,79,86,76,74,84,72,72,66,66,80,61,74,66,74,74,53,90,81,53,81,80,65,61,68,74,62,69,73,79,80,75,66,78,67,53,78,67,83,70,88,64,71,59,77,68,65,62,70,63,55,82,72,73,53,53,65,72,48,81,64,79,100,69
62,74,69,74,93,71,66,68,50,59,66,60,54,66,60,72,88,64,63,74,74,56,59,82,50,75,60,98,80,68,65,94,72,62,75,70,76,59,52,53,80,65,68,65,81,54,62,57,69,61,64,74,68,49,60,61,72,73,64,79,92,74,77,99
74,84,92,83,76,67,62,81,49,62,47,59,67,72,67,78,73,78,65,71,56,57,84,64,56,59,83,60,65,54,65,80,58,53,61,72,71,75,67,53,52,77,70,81,75,65,82,70,68,74,63,65,59,82,79,62,78,71,77,65,79,71,62,70
80,94,55,90,76,60,80,75,46,57,66,58,64,62,60,71,69,70,69,63,86,74,53,70,67,71,67,72,83,73,51,77,65,72,53,79,61,68,47,66,72,69,67,55,69,60,60,60,72,53,71,57,52,66,66,75,74,66,57,59,63,63,76,66
90,85,64,58,50,61,58,93,68,86,62,67,70,71,51,42,66,74,43,82,63,49,71,71,75,60,46,62,67,61,58,68,65,60,57,81,61,60,59,99,72,67,66,54,62,88,63,65,58,75,50,53,84,76,64,65,70,70,68,62,74,80,64,72
96,82,71,58,37,62,53,73,55,58,77,84,54,66,67,68,76,58,73,75,64,68,77,77,90,75,70,71,78,47,63,67,84,71,77,74,68,65,73,83,71,59,43,55,65,77,50,64,68,62,64,62,65,65,76,80,57,61,92,87,72,70,72,65
87,70,54,72,75,92,56,75,62,70,74,54,53,61,77,64,78,59,77,82,76,65,60,73,74,82,72,85,77,78,66,61,69,68,79,62,48,53,72,50,64,55,73,76,88,75,80,85,70,77,76,86,84,82,56,63,68,81,71,69,65,76,75,67
70,73,66,71,75,64,96,64,82,61,62,53,61,74,63,60,53,74,55,87,65,77,77,54,67,60,75,79,79,78,71,79,58,71,77,85,76,62,58,56,57,66,71,57,57,56,67,80,56,89,103,65,74,63,70,62,61,74,84,70,80,90,55,84
89,79,73,56,75,56,72,66,55,56,75,71,69,59,59,71,69,62,74,80,53,52,80,62,67,69,65,61,62,72,53,51,74,71,57,78,65,70,74,69,76,81,62,76,64,56,64,68,71,83,63,65,76,60,69,74,82,67,53,49,79,78,61,98
85,63,64,64,89,75,71,70,55,77,56,54,78,58,71,63,63,80,58,72,62,65,72,67,87,71,85,77,73,71,59,71,68,56,69,75,65,77,75,71,70,62,33,64,69,75,76,69,81,89,81,53,61,57,68,70,60,65,60,57,68,80,66,65
89,78,79,73,74,89,72,65,74,68,83,71,46,89,74,60,90,64,54,92,74,56,72,83,58,70,62,65,67,83,72,82,76,65,68,63,57,58,73,67,62,76,78,69,93,66,72,74,66,69,50,85,67,71,73,71,77,68,64,63,77,100,81,89
87,76,61,73,77,67,68,77,70,88,59,63,64,63,65,73,61,75,72,89,62,77,82,69,78,67,73,73,49,68,73,69,55,63,68,59,59,73,60,77,63,70,62,91,59,74,63,59,49,70,97,67,55,52,57,46,83,84,66,67,68,64,68,82
67,64,69,57,76,50,62,63,69,71,49,53,62,76,56,85,73,54,73,61,67,64,56,68,67,59,66,69,76,77,70,78,53,71,75,53,58,80,78,87,62,65,73,72,80,67,59,52,57,52,75,76,62,55,60,67,66,78,61,63,60,62,79,74
