99,99,99,99,99,99,99,99,65,65,65,65,65,65,65,65,51,51,51,51,51,51,51,51,74,74,74,74,74,74,74,74,49,49,49,49,49,49,49,49,55,55,55,55,55,55,55,55,74,74,74,74,74,74,74,74,63,63,63,63,63,63,63,63,58,58,58,58,58,58,58,58,76,76,76,76,76,76,76,76,81,81,81,81,81,81,81,81,65,65,65,65,65,65,65,65,57,57,57,57,57,57,57,57,65,65,65,65,65,65,65,65,62,62,62,62,62,62,62,62,54,54,54,54,54,54,54,54,65,65,65,65,65,65,65,65,70,70,70,70,70,70,70,70,64,64,64,64,64,64,64,64,54,54,54,54,54,54,54,54,60,60,60,60,60,60,60,60,62,62,62,62,62,62,62,62,65,65,65,65,65,65,65,65,53,53,53,53,53,53,53,53,64,64,64,64,64,64,64,64,50,50,50,50,50,50,50,50,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,48,48,48,48,48,48,48,48,65,65,65,65,65,65,65,65,60,60,60,60,60,60,60,60,49,49,49,49,49,49,49,49,67,67,67,67,67,67,67,67,57,57,57,57,57,57,57,57,48,48,48,48,48,48,48,48,71,71,71,71,71,71,71,71,70,70,70,70,70,70,70,70,63,63,63,63,63,63,63,63,58,58,58,58,58,58,58,58,75,75,75,75,75,75,75,75,60,60,60,60,60,60,60,60,68,68,68,68,68,68,68,68,54,54,54,54,54,54,54,54,78,78,78,78,78,78,78,78,54,54,54,54,54,54,54,54,69,69,69,69,69,69,69,69,68,68,68,68,68,68,68,68,64,64,64,64,64,64,64,64,41,41,41,41,41,41,41,41,77,77,77,77,77,77,77,77,54,54,54,54,54,54,54,54,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,75,75,75,75,75,75,75,75,63,63,63,63,63,63,63,63,67,67,67,67,67,67,67,67,52,52,52,52,52,52,52,52,71,71,71,71,71,71,71,71,78,78,78,78,78,78,78,78,85,85,85,85,85,85,85,85,60,60,60,60,60,60,60,60,72,72,72,72,72,72,72,72,73,73,73,73,73,73,73,73,72,72,72,72,72,72,72,72,
70,70,70,70,70,70,70,70,68,68,68,68,68,68,68,68,74,74,74,74,74,74,74,74,71,71,71,71,71,71,71,71,63,63,63,63,63,63,63,63,78,78,78,78,78,78,78,78,75,75,75,75,75,75,75,75,70,70,70,70,70,70,70,70,63,63,63,63,63,63,63,63,56,56,56,56,56,56,56,56,70,70,70,70,70,70,70,70,60,60,60,60,60,60,60,60,78,78,78,78,78,78,78,78,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,65,65,65,65,65,65,65,65,53,53,53,53,53,53,53,53,59,59,59,59,59,59,59,59,56,56,56,56,56,56,56,56,63,63,63,63,63,63,63,63,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,71,71,71,71,71,71,71,71,51,51,51,51,51,51,51,51,66,66,66,66,66,66,66,66,48,48,48,48,48,48,48,48,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,53,53,53,53,53,53,53,53,56,56,56,56,56,56,56,56,64,64,64,64,64,64,64,64,50,50,50,50,50,50,50,50,65,65,65,65,65,65,65,65,46,46,46,46,46,46,46,46,53,53,53,53,53,53,53,53,67,67,67,67,67,67,67,67,49,49,49,49,49,49,49,49,69,69,69,69,69,69,69,69,61,61,61,61,61,61,61,61,54,54,54,54,54,54,54,54,59,59,59,59,59,59,59,59,57,57,57,57,57,57,57,57,50,50,50,50,50,50,50,50,72,72,72,72,72,72,72,72,46,46,46,46,46,46,46,46,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,72,72,72,72,72,72,72,72,58,58,58,58,58,58,58,58,49,49,49,49,49,49,49,49,66,66,66,66,66,66,66,66,61,61,61,61,61,61,61,61,59,59,59,59,59,59,59,59,61,61,61,61,61,61,61,61,76,76,76,76,76,76,76,76,64,64,64,64,64,64,64,64,67,67,67,67,67,67,67,67,64,64,64,64,64,64,64,64,76,76,76,76,76,76,76,76,73,73,73,73,73,73,73,73,57,57,57,57,57,57,57,57,86,86,86,86,86,86,86,86,
56,56,56,56,56,56,56,56,66,66,66,66,66,66,66,66,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,56,56,56,56,56,56,56,56,76,76,76,76,76,76,76,76,69,69,69,69,69,69,69,69,68,68,68,68,68,68,68,68,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,80,80,80,80,80,80,80,80,79,79,79,79,79,79,79,79,62,62,62,62,62,62,62,62,73,73,73,73,73,73,73,73,68,68,68,68,68,68,68,68,57,57,57,57,57,57,57,57,54,54,54,54,54,54,54,54,71,71,71,71,71,71,71,71,70,70,70,70,70,70,70,70,54,54,54,54,54,54,54,54,81,81,81,81,81,81,81,81,84,84,84,84,84,84,84,84,56,56,56,56,56,56,56,56,64,64,64,64,64,64,64,64,70,70,70,70,70,70,70,70,59,59,59,59,59,59,59,59,69,69,69,69,69,69,69,69,67,67,67,67,67,67,67,67,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,56,56,56,56,56,56,56,56,51,51,51,51,51,51,51,51,61,61,61,61,61,61,61,61,64,64,64,64,64,64,64,64,72,72,72,72,72,72,72,72,83,83,83,83,83,83,83,83,64,64,64,64,64,64,64,64,58,58,58,58,58,58,58,58,69,69,69,69,69,69,69,69,58,58,58,58,58,58,58,58,66,66,66,66,66,66,66,66,62,62,62,62,62,62,62,62,77,77,77,77,77,77,77,77,65,65,65,65,65,65,65,65,67,67,67,67,67,67,67,67,65,65,65,65,65,65,65,65,84,84,84,84,84,84,84,84,53,53,53,53,53,53,53,53,65,65,65,65,65,65,65,65,40,40,40,40,40,40,40,40,78,78,78,78,78,78,78,78,69,69,69,69,69,69,69,69,68,68,68,68,68,68,68,68,63,63,63,63,63,63,63,63,61,61,61,61,61,61,61,61,71,71,71,71,71,71,71,71,72,72,72,72,72,72,72,72,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,50,50,50,50,50,50,50,50,82,82,82,82,82,82,82,82,86,86,86,86,86,86,86,86,63,63,63,63,63,63,63,63,80,80,80,80,80,80,80,80,
51,51,51,51,51,51,51,51,68,68,68,68,68,68,68,68,76,76,76,76,76,76,76,76,65,65,65,65,65,65,65,65,75,75,75,75,75,75,75,75,54,54,54,54,54,54,54,54,66,66,66,66,66,66,66,66,58,58,58,58,58,58,58,58,82,82,82,82,82,82,82,82,61,61,61,61,61,61,61,61,52,52,52,52,52,52,52,52,55,55,55,55,55,55,55,55,63,63,63,63,63,63,63,63,62,62,62,62,62,62,62,62,58,58,58,58,58,58,58,58,64,64,64,64,64,64,64,64,53,53,53,53,53,53,53,53,55,55,55,55,55,55,55,55,59,59,59,59,59,59,59,59,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54,61,61,61,61,61,61,61,61,71,71,71,71,71,71,71,71,63,63,63,63,63,63,63,63,60,60,60,60,60,60,60,60,56,56,56,56,56,56,56,56,55,55,55,55,55,55,55,55,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,69,69,69,69,69,69,69,69,68,68,68,68,68,68,68,68,46,46,46,46,46,46,46,46,55,55,55,55,55,55,55,55,68,68,68,68,68,68,68,68,64,64,64,64,64,64,64,64,68,68,68,68,68,68,68,68,56,56,56,56,56,56,56,56,53,53,53,53,53,53,53,53,72,72,72,72,72,72,72,72,60,60,60,60,60,60,60,60,49,49,49,49,49,49,49,49,63,63,63,63,63,63,63,63,62,62,62,62,62,62,62,62,73,73,73,73,73,73,73,73,61,61,61,61,61,61,61,61,69,69,69,69,69,69,69,69,62,62,62,62,62,62,62,62,49,49,49,49,49,49,49,49,56,56,56,56,56,56,56,56,62,62,62,62,62,62,62,62,65,65,65,65,65,65,65,65,56,56,56,56,56,56,56,56,80,80,80,80,80,80,80,80,65,65,65,65,65,65,65,65,69,69,69,69,69,69,69,69,75,75,75,75,75,75,75,75,68,68,68,68,68,68,68,68,64,64,64,64,64,64,64,64,62,62,62,62,62,62,62,62,59,59,59,59,59,59,59,59,68,68,68,68,68,68,68,68,84,84,84,84,84,84,84,84,65,65,65,65,65,65,65,65,71,71,71,71,71,71,71,71,
70,70,70,70,70,70,70,70,79,79,79,79,79,79,79,79,55,55,55,55,55,55,55,55,78,78,78,78,78,78,78,78,83,83,83,83,83,83,83,83,67,67,67,67,67,67,67,67,60,60,60,60,60,60,60,60,70,70,70,70,70,70,70,70,53,53,53,53,53,53,53,53,68,68,68,68,68,68,68,68,64,64,64,64,64,64,64,64,55,55,55,55,55,55,55,55,70,70,70,70,70,70,70,70,66,66,66,66,66,66,66,66,65,65,65,65,65,65,65,65,68,68,68,68,68,68,68,68,67,67,67,67,67,67,67,67,61,61,61,61,61,61,61,61,54,54,54,54,54,54,54,54,59,59,59,59,59,59,59,59,49,49,49,49,49,49,49,49,55,55,55,55,55,55,55,55,66,66,66,66,66,66,66,66,44,44,44,44,44,44,44,44,71,71,71,71,71,71,71,71,62,62,62,62,62,62,62,62,70,70,70,70,70,70,70,70,51,51,51,51,51,51,51,51,48,48,48,48,48,48,48,48,57,57,57,57,57,57,57,57,42,42,42,42,42,42,42,42,63,63,63,63,63,63,63,63,61,61,61,61,61,61,61,61,52,52,52,52,52,52,52,52,84,84,84,84,84,84,84,84,48,48,48,48,48,48,48,48,55,55,55,55,55,55,55,55,46,46,46,46,46,46,46,46,67,67,67,67,67,67,67,67,65,65,65,65,65,65,65,65,57,57,57,57,57,57,57,57,60,60,60,60,60,60,60,60,64,64,64,64,64,64,64,64,41,41,41,41,41,41,41,41,58,58,58,58,58,58,58,58,56,56,56,56,56,56,56,56,65,65,65,65,65,65,65,65,70,70,70,70,70,70,70,70,59,59,59,59,59,59,59,59,75,75,75,75,75,75,75,75,50,50,50,50,50,50,50,50,61,61,61,61,61,61,61,61,89,89,89,89,89,89,89,89,54,54,54,54,54,54,54,54,41,41,41,41,41,41,41,41,52,52,52,52,52,52,52,52,62,62,62,62,62,62,62,62,69,69,69,69,69,69,69,69,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,58,58,58,58,58,58,58,58,56,56,56,56,56,56,56,56,66,66,66,66,66,66,66,66,86,86,86,86,86,86,86,86,
82,82,82,82,82,82,82,82,89,89,89,89,89,89,89,89,71,71,71,71,71,71,71,71,80,80,80,80,80,80,80,80,71,71,71,71,71,71,71,71,55,55,55,55,55,55,55,55,68,68,68,68,68,68,68,68,70,70,70,70,70,70,70,70,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,45,45,45,45,45,45,45,45,69,69,69,69,69,69,69,69,65,65,65,65,65,65,65,65,61,61,61,61,61,61,61,61,75,75,75,75,75,75,75,75,59,59,59,59,59,59,59,59,57,57,57,57,57,57,57,57,65,65,65,65,65,65,65,65,58,58,58,58,58,58,58,58,45,45,45,45,45,45,45,45,80,80,80,80,80,80,80,80,54,54,54,54,54,54,54,54,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,67,67,67,67,67,67,67,67,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,67,67,67,67,67,67,67,67,83,83,83,83,83,83,83,83,40,40,40,40,40,40,40,40,70,70,70,70,70,70,70,70,40,40,40,40,40,40,40,40,62,62,62,62,62,62,62,62,70,70,70,70,70,70,70,70,67,67,67,67,67,67,67,67,70,70,70,70,70,70,70,70,59,59,59,59,59,59,59,59,71,71,71,71,71,71,71,71,50,50,50,50,50,50,50,50,66,66,66,66,66,66,66,66,54,54,54,54,54,54,54,54,58,58,58,58,58,58,58,58,60,60,60,60,60,60,60,60,57,57,57,57,57,57,57,57,71,71,71,71,71,71,71,71,68,68,68,68,68,68,68,68,70,70,70,70,70,70,70,70,73,73,73,73,73,73,73,73,66,66,66,66,66,66,66,66,63,63,63,63,63,63,63,63,67,67,67,67,67,67,67,67,66,66,66,66,66,66,66,66,69,69,69,69,69,69,69,69,64,64,64,64,64,64,64,64,55,55,55,55,55,55,55,55,83,83,83,83,83,83,83,83,72,72,72,72,72,72,72,72,71,71,71,71,71,71,71,71,55,55,55,55,55,55,55,55,72,72,72,72,72,72,72,72,78,78,78,78,78,78,78,78,75,75,75,75,75,75,75,75,61,61,61,61,61,61,61,61,60,60,60,60,60,60,60,60,
72,72,72,72,72,72,72,72,76,76,76,76,76,76,76,76,66,66,66,66,66,66,66,66,51,51,51,51,51,51,51,51,58,58,58,58,58,58,58,58,62,62,62,62,62,62,62,62,60,60,60,60,60,60,60,60,54,54,54,54,54,54,54,54,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,68,68,68,68,68,68,68,68,56,56,56,56,56,56,56,56,46,46,46,46,46,46,46,46,54,54,54,54,54,54,54,54,68,68,68,68,68,68,68,68,49,49,49,49,49,49,49,49,60,60,60,60,60,60,60,60,55,55,55,55,55,55,55,55,77,77,77,77,77,77,77,77,64,64,64,64,64,64,64,64,66,66,66,66,66,66,66,66,65,65,65,65,65,65,65,65,63,63,63,63,63,63,63,63,70,70,70,70,70,70,70,70,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,56,56,56,56,56,56,56,56,60,60,60,60,60,60,60,60,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,63,63,63,63,63,63,63,63,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,55,55,55,55,55,55,55,55,66,66,66,66,66,66,66,66,60,60,60,60,60,60,60,60,66,66,66,66,66,66,66,66,62,62,62,62,62,62,62,62,46,46,46,46,46,46,46,46,51,51,51,51,51,51,51,51,62,62,62,62,62,62,62,62,64,64,64,64,64,64,64,64,63,63,63,63,63,63,63,63,64,64,64,64,64,64,64,64,68,68,68,68,68,68,68,68,54,54,54,54,54,54,54,54,48,48,48,48,48,48,48,48,73,73,73,73,73,73,73,73,45,45,45,45,45,45,45,45,42,42,42,42,42,42,42,42,73,73,73,73,73,73,73,73,62,62,62,62,62,62,62,62,66,66,66,66,66,66,66,66,72,72,72,72,72,72,72,72,66,66,66,66,66,66,66,66,69,69,69,69,69,69,69,69,43,43,43,43,43,43,43,43,71,71,71,71,71,71,71,71,86,86,86,86,86,86,86,86,69,69,69,69,69,69,69,69,53,53,53,53,53,53,53,53,62,62,62,62,62,62,62,62,72,72,72,72,72,72,72,72,79,79,79,79,79,79,79,79,
72,72,72,72,72,72,72,72,51,51,51,51,51,51,51,51,59,59,59,59,59,59,59,59,78,78,78,78,78,78,78,78,63,63,63,63,63,63,63,63,58,58,58,58,58,58,58,58,78,78,78,78,78,78,78,78,68,68,68,68,68,68,68,68,50,50,50,50,50,50,50,50,68,68,68,68,68,68,68,68,51,51,51,51,51,51,51,51,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,61,61,61,61,61,61,61,61,51,51,51,51,51,51,51,51,57,57,57,57,57,57,57,57,73,73,73,73,73,73,73,73,56,56,56,56,56,56,56,56,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,52,52,52,52,52,52,52,52,65,65,65,65,65,65,65,65,51,51,51,51,51,51,51,51,56,56,56,56,56,56,56,56,64,64,64,64,64,64,64,64,53,53,53,53,53,53,53,53,76,76,76,76,76,76,76,76,68,68,68,68,68,68,68,68,41,41,41,41,41,41,41,41,51,51,51,51,51,51,51,51,64,64,64,64,64,64,64,64,72,72,72,72,72,72,72,72,45,45,45,45,45,45,45,45,67,67,67,67,67,67,67,67,60,60,60,60,60,60,60,60,41,41,41,41,41,41,41,41,52,52,52,52,52,52,52,52,62,62,62,62,62,62,62,62,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,72,72,72,72,72,72,72,72,65,65,65,65,65,65,65,65,59,59,59,59,59,59,59,59,66,66,66,66,66,66,66,66,55,55,55,55,55,55,55,55,64,64,64,64,64,64,64,64,68,68,68,68,68,68,68,68,64,64,64,64,64,64,64,64,69,69,69,69,69,69,69,69,45,45,45,45,45,45,45,45,79,79,79,79,79,79,79,79,83,83,83,83,83,83,83,83,70,70,70,70,70,70,70,70,80,80,80,80,80,80,80,80,60,60,60,60,60,60,60,60,77,77,77,77,77,77,77,77,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,78,78,78,78,78,78,78,78,74,74,74,74,74,74,74,74,60,60,60,60,60,60,60,60,52,52,52,52,52,52,52,52,
68,68,68,68,68,68,68,68,47,47,47,47,47,47,47,47,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,53,66,66,66,66,66,66,66,66,75,75,75,75,75,75,75,75,76,76,76,76,76,76,76,76,70,70,70,70,70,70,70,70,65,65,65,65,65,65,65,65,51,51,51,51,51,51,51,51,42,42,42,42,42,42,42,42,72,72,72,72,72,72,72,72,53,53,53,53,53,53,53,53,64,64,64,64,64,64,64,64,50,50,50,50,50,50,50,50,63,63,63,63,63,63,63,63,58,58,58,58,58,58,58,58,64,64,64,64,64,64,64,64,77,77,77,77,77,77,77,77,49,49,49,49,49,49,49,49,55,55,55,55,55,55,55,55,63,63,63,63,63,63,63,63,44,44,44,44,44,44,44,44,58,58,58,58,58,58,58,58,49,49,49,49,49,49,49,49,62,62,62,62,62,62,62,62,57,57,57,57,57,57,57,57,61,61,61,61,61,61,61,61,64,64,64,64,64,64,64,64,72,72,72,72,72,72,72,72,52,52,52,52,52,52,52,52,63,63,63,63,63,63,63,63,68,68,68,68,68,68,68,68,61,61,61,61,61,61,61,61,55,55,55,55,55,55,55,55,59,59,59,59,59,59,59,59,56,56,56,56,56,56,56,56,58,58,58,58,58,58,58,58,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,61,61,61,61,61,61,61,61,58,58,58,58,58,58,58,58,51,51,51,51,51,51,51,51,70,70,70,70,70,70,70,70,41,41,41,41,41,41,41,41,64,64,64,64,64,64,64,64,57,57,57,57,57,57,57,57,72,72,72,72,72,72,72,72,49,49,49,49,49,49,49,49,54,54,54,54,54,54,54,54,47,47,47,47,47,47,47,47,64,64,64,64,64,64,64,64,56,56,56,56,56,56,56,56,54,54,54,54,54,54,54,54,64,64,64,64,64,64,64,64,79,79,79,79,79,79,79,79,51,51,51,51,51,51,51,51,80,80,80,80,80,80,80,80,76,76,76,76,76,76,76,76,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,79,79,79,79,79,79,79,79,63,63,63,63,63,63,63,63,82,82,82,82,82,82,82,82,
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,65,65,65,65,65,65,65,65,56,56,56,56,56,56,56,56,58,58,58,58,58,58,58,58,65,65,65,65,65,65,65,65,64,64,64,64,64,64,64,64,55,55,55,55,55,55,55,55,44,44,44,44,44,44,44,44,55,55,55,55,55,55,55,55,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,53,53,53,53,53,53,53,53,48,48,48,48,48,48,48,48,52,52,52,52,52,52,52,52,57,57,57,57,57,57,57,57,59,59,59,59,59,59,59,59,65,65,65,65,65,65,65,65,60,60,60,60,60,60,60,60,51,51,51,51,51,51,51,51,64,64,64,64,64,64,64,64,63,63,63,63,63,63,63,63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,62,62,62,62,62,62,62,62,46,46,46,46,46,46,46,46,68,68,68,68,68,68,68,68,57,57,57,57,57,57,57,57,69,69,69,69,69,69,69,69,58,58,58,58,58,58,58,58,75,75,75,75,75,75,75,75,60,60,60,60,60,60,60,60,59,59,59,59,59,59,59,59,75,75,75,75,75,75,75,75,49,49,49,49,49,49,49,49,71,71,71,71,71,71,71,71,70,70,70,70,70,70,70,70,73,73,73,73,73,73,73,73,46,46,46,46,46,46,46,46,63,63,63,63,63,63,63,63,50,50,50,50,50,50,50,50,65,65,65,65,65,65,65,65,64,64,64,64,64,64,64,64,40,40,40,40,40,40,40,40,48,48,48,48,48,48,48,48,59,59,59,59,59,59,59,59,39,39,39,39,39,39,39,39,62,62,62,62,62,62,62,62,58,58,58,58,58,58,58,58,48,48,48,48,48,48,48,48,78,78,78,78,78,78,78,78,71,71,71,71,71,71,71,71,43,43,43,43,43,43,43,43,73,73,73,73,73,73,73,73,87,87,87,87,87,87,87,87,68,68,68,68,68,68,68,68,60,60,60,60,60,60,60,60,71,71,71,71,71,71,71,71,63,63,63,63,63,63,63,63,46,46,46,46,46,46,46,46,66,66,66,66,66,66,66,66,78,78,78,78,78,78,78,78,85,85,85,85,85,85,85,85,52,52,52,52,52,52,52,52,
